Title,Authors,Abstract,Link,publication
[Expression of CD10 in tumor-associated fibroblast ofcancerizedor recurrent colorectal adenomas].,"Jiangjiang Zheng, Yin Zhu, Changshui Li, Yinya Li, Qianqian Nie, Ziling Zhu, Hong Deng, Jiangjiang Zheng, Yin Zhu, Changshui Li, Yinya Li, Qianqian Nie, Ziling Zhu, Hong Deng","Objective:To investigate the expression of CD10 in tumor-associated fibroblasts (TAF) in colorectal adenomas and its relation to cancerization and recurrence of adenoma.Methods:Tissue samples of low-grade adenoma (n=50), high-grade adenoma (n=50) and colorectal adenocarcinoma (n=50) were collected, and tissue samples at the distal margin of corresponding colorectal lesions were taken as controls. The expression of CD10 in the stromal TAFs, and the expressions of β-catenin, Ki-67, p53 and CyclinD1 in tumor cells were detected by immunohistochemistry (Envision). The correlation of CD10 expression in stromal TAFs with the expressions of β-catenin, Ki-67, p53 and CyclinD1 in tumor cells was analyzed by Spearmen. One hundred samples of low-grade colorectal adenoma were collected, including 57 non-recurrent cases and 43 recurrent cases (16 cases of recurrent adenoma and 27 cases of recurrent adenocarcinoma); the expression of stromal TAF CD10 were determined and compared among groups.Results:There was no TAF in normal colorectal mucosa. The expression rates of TAF CD10 in low-grade adenoma, high-grade adenoma and colorectal adenocarcinoma were 22%, 50% and 78%, respectively (allP<0.05). The expression of Ki-67 and β-catenin in low-grade adenoma, high-grade adenoma, colorectal adenocarcinoma was on a rising trend (allP<0.01). The expression of CyclinD1 in high-grade adenoma was higher than that in colorectal adenocarcinoma and low-grade adenoma (allP>0.05). The expression of p53 in colorectal adenocarcinoma and high-grade adenoma was higher than that in low grade adenoma (allP<0.01). The expression of TAF CD10 was correlated with the expression of p53, Ki-67 and β-catenin-nucleus(r=0.264、0.307、0.320, allP<0.01),but not correlated with CyclinD1 and β-catenin-membrane (r=0.012、-0.073, allP>0.05). The TAF CD10 level was significantly higher in low-grade adenoma with recurrence than that in those without recurrence (P<0.05).The expression of CD10 in recurrent colorectal adenocarcinoma was higher than that in recurrent adenoma (P<0.05).Conclusion:The expression of TAF CD10 is increased gradually in the process of adenoma-cancer, indicating that it may play an important role in the canceration of adenoma. Adenomas with high expression of CD10 TAF are likely to be recurrent and cancerized, and detection of TAF CD10 combined with p53, Ki-67 and β-catenin may be of value in predicting canceration or recurrence of colorectal adenoma.",https://pubmed.ncbi.nlm.nih.gov//27868405/,2017
"Multiple skincancersin a single patient: Multiple pigmented Bowen's disease, giant basal cell carcinoma, squamous cell carcinoma.","Ravi Saini, Nidhi Sharma, Kritika Pandey, K J P S Puri, Ravi Saini, Nidhi Sharma, Kritika Pandey, K J P S Puri","Basal cell carcinoma (BCC) and squamous cell carcinoma are the most common type of nonmelanoma skin cancers (NMSCs). Bowen's disease (BD), a premalignant condition, has a marginal potential (3-5%) to progress to invasive carcinoma. We report here a rarest of a rare case of multiple pigmented BD with overlying squamous cell cancer along with a giant neglected BCC on the scalp of a 76-year-old man. The occurrence of multiple BD and NMSC in a single patient compelled us to explore the following hypothesis: (1) The multiple precancerous and cancerous lesions can be due to common etiopathogenesis. Chronic ultraviolet exposure, immunosupresssion, human papillomavirus infection, dietary factors, and environmental factors including arsenic exposure were probed in to. (2) There is evolution of precancerous lesions into a different type of cancers in different time frame. (3) The new cancerous lesions are subsequent cancers that developed after neglected untreated primary cancer.",https://pubmed.ncbi.nlm.nih.gov//26458715/,2016
[Surgical treatment of squamous cell carcinoma of the thoracic esophagus].,"A Dabrowski, A Ciechański, K Abramowicz, A Dabrowski, A Ciechański, K Abramowicz",The authors present modern approach of the squamous cell esophageal cancer's therapy. They emphasize the role of the surgical treatment with Akiyama method and the value of the preoperative chemotherapy and/or radiotherapy in the treatment of esophageal cancer.,https://pubmed.ncbi.nlm.nih.gov//10522409/,2019
Genetic sequence variants and the development of secondary primarycancersin patients with head and neckcancers.,"Abul Kalam Azad, Isabelle Bairati, Elodie Samson, Dangxiao Cheng, Lu Cheng, Maryam Mirshams, Sevtap Savas, John Waldron, Changshu Wang, David Goldstein, Wei Xu, Francois Meyer, Geoffrey Liu, Abul Kalam Azad, Isabelle Bairati, Elodie Samson, Dangxiao Cheng, Lu Cheng, Maryam Mirshams, Sevtap Savas, John Waldron, Changshu Wang, David Goldstein, Wei Xu, Francois Meyer, Geoffrey Liu","Background:Secondary primary cancers (SPCs), a major cause of morbidity and mortality in head and neck cancers (HNCs), are commonly associated with field cancerization. We comprehensively evaluated 23 germline sequence variants (from published literature) in 17 genes from 7 biological pathways associated with the HNC survival. Because cancer prognosis correlates with disease aggressiveness, the factors that determine aggressive disease may influence field cancerization process to favor SPC development. We thus hypothesized that the same sequence variants associated with HNC survival can also be associated with SPC.Methods:Germline DNA from 531 stage I-II radiation-treated HNC patients (originally recruited for an alpha-tocopherol/beta-carotene placebo-controlled secondary prevention clinical trial) were genotyped, and analyzed using Cox proportional hazards models, stratified by treatment arm, adjusting for clinical prognostic factors.Results:The majority of SPCs were of lung and HNCs. Median follow-up time was 5 years. SPCs were diagnosed in 21% of patients. The 5-year SPC-free survival was 79%. All but 1 evaluated sequence variant were not associated with SPC. There was a strong association of the DNA (cytosine-5-)-methyltransferase 3 beta (DNMT3B) sequence variant, DNMT3B:C149T (rs2424913) with SPC: the adjusted hazard ratio (aHR) for TT versus CC was 2.23 (1.32-3.78; P = .003), whereas each variant T allele was associated with an aHR of 1.49 (1.15-1.95; P = .003).Conclusions:A functional sequence variant in DNMT3B is associated with the development of SPCs in HNC early stage patients treated with radiation. Aberrant DNA methylation may be an important modulator of SPC development in at-risk individuals with HNCs.",https://pubmed.ncbi.nlm.nih.gov//22009713/,2018
Photodynamic therapy of malignant and premalignant lesions in patients with 'fieldcancerization' of the oral cavity.,"W E Grant, C Hopper, P M Speight, A J Macrobert, S G Bown, W E Grant, C Hopper, P M Speight, A J Macrobert, S G Bown","The management of patients with 'field cancerization' of the oral mucosa, with multicentric foci of invasion, presents a considerable problem for the head and neck surgeon. Surgical resection of synchronous or metachronous primary squamous cell carcinomas, along with adjacent premalignant lesions, is likely to be associated with considerable mutilation. Photodynamic therapy (PDT) has been shown to be of value in the treatment of superficial tumours in the upper aerodigestive tract, with excellent healing of treated areas. This study reports the use of PDT to treat 11 patients with 'field cancerization' occurring in the oral cavity. Six patients had multiple primary cancers and five had single primary tumours. All had associated areas of leukoplakia. Each received Photofrin 2 mg/kg 48 hours prior to photoirradiation with 50-100 J/cm2 red laser light by surface illumination. Six to eight weeks later treated areas in 10 of the 11 patients showed a complete response to PDT; one patient had areas of residual leukoplakia. Two patients developed further areas of leukoplakia or erythroplakia within 12 months but no patient has had evidence of recurrent invasive carcinoma in the treated areas. Longer term follow-up will be necessary to exclude further recurrence. It is concluded that PDT offers an effective repeatable treatment option, whether on its own or as an adjunct to local excision, for patients with 'field cancerization' of the oral cavity.",https://pubmed.ncbi.nlm.nih.gov//8289004/,2018
Biphasic co-detection of melanoma aneuploid tumor cells and tumor endothelial cells in guidance of specifying the fieldcancerizedsurgical excision margin and administering immunotherapy.,"Zhengzheng Fu, Lina Zhang, Rongyi Chen, Jipang Zhan, Jing Zhong, Wen Zheng, Jingwen Zou, Peng Wang, Xiaohua Deng, Alexander Y Lin, Daisy Dandan Wang, Peter Ping Lin, Renliang He, Zhengzheng Fu, Lina Zhang, Rongyi Chen, Jipang Zhan, Jing Zhong, Wen Zheng, Jingwen Zou, Peng Wang, Xiaohua Deng, Alexander Y Lin, Daisy Dandan Wang, Peter Ping Lin, Renliang He","An optimum safety excision margin (EM) delineated by precise demarcation of field cancerization along with reliable biomarkers that enable predicting and timely evaluating patients' response to immunotherapy significantly impact effective management of melanoma. In this study, optimized biphasic ""immunofluorescence staining integrated with fluorescence insitu hybridization"" (iFISH) was conducted along the diagnosis-metastasis-treatment-cellular MRD axis to longitudinally co-detect a full spectrum of intact CD31-aneuploid tumor cells (TCs), CD31+aneuploid tumor endothelial cells (TECs), viable and necrotic circulating TCs (CTCs) and circulating TECs (CTECs) expressing PD-L1, Ki67, p16 and Vimentin in unsliced specimens of the resected primary tumor, EM, dissected sentinel lymph nodes (SLNs) and peripheral blood in an early-stage melanoma patient. Numerous PD-L1+aneuploid TCs and TECs were detected at the conventional safety EM (2 cm), quantitatively indicating the existence of a field cancerized EM for the first time. Contrary to highly heterogeneous PD-L1 expression and degrees of Chr8 aneuploidy in TCs and TECs in the primary lesions as well as CTCs and CTECs in peripheral blood, almost all TCs and TECs in SLNs and EM were homogeneously PD-L1+haploid cells. Dynamic monitoring and cellular MRD assessment revealed that, in contrast to PD-L1+CTCs being responsive to the immune checkpoint inhibitor (ICI-anti-PD-1), multiploid (≥pentasomy 8) PD-L1+and Ki67+CTECs were respectively resistant to ICI-sensitized T cells. In therapeutically stressed lymphatic and hematogenous metastatic cascades, stratified phenotypic and karyotypic profiling of iFISH tissue and liquid biopsied TCs, TECs, CTCs and CTECs in future large-cohort studies will enable appropriate re-specification of the optimal safety EM and distribution mapping of in-depth characterized, subcategorized target cells to help illustrate their metastatic relevance, ultimately improving risk stratification and clinical intervention of tumor progression, metastases, therapy resistance and cancer relapse.",https://pubmed.ncbi.nlm.nih.gov//38971491/,2021
Revisit of fieldcancerizationin squamous cell carcinoma of upper aerodigestive tract: better risk assessment with epigenetic markers.,"Yi-Chia Lee, Hsiu-Po Wang, Cheng-Ping Wang, Jenq-Yuh Ko, Jang-Ming Lee, Han-Mo Chiu, Jaw-Town Lin, Satoshi Yamashita, Daiji Oka, Naoko Watanabe, Yasunori Matsuda, Toshikazu Ushijima, Ming-Shiang Wu, Yi-Chia Lee, Hsiu-Po Wang, Cheng-Ping Wang, Jenq-Yuh Ko, Jang-Ming Lee, Han-Mo Chiu, Jaw-Town Lin, Satoshi Yamashita, Daiji Oka, Naoko Watanabe, Yasunori Matsuda, Toshikazu Ushijima, Ming-Shiang Wu","We quantified field cancerization of squamous cell carcinoma in the upper aerodigestive tract with epigenetic markers and evaluated their performance for risk assessment. Methylation levels were analyzed by quantitative methylation-specific PCR of biopsied specimens from a training set of 255 patients and a validation set of 224 patients. We also measured traditional risk factors based on demographics, lifestyle, serology, genetic polymorphisms, and endoscopy. The methylation levels of four markers increased stepwise, with the lowest levels in normal esophageal mucosae from healthy subjects without carcinogen exposure, then normal mucosae from healthy subjects with carcinogen exposure, then normal mucosae from cancer patients, and the highest levels were in cancerous mucosae (P < 0.05). Cumulative exposure to alcohol increased methylation of homeobox A9 in normal mucosae (P < 0.01). Drinkers had higher methylation of ubiquitin carboxyl-terminal esterase L1 and metallothionein 1M (P < 0.05), and users of betel quid had higher methylation of homeobox A9 (P = 0.01). Smokers had increased methylation of all four markers (P < 0.05). Traditional risk factors allowed us to discriminate between patients with and without cancers with 74% sensitivity (95% CI: 67%-81%), 74% specificity (66%-82%), and 80% area under the curve (67%-91%); epigenetic markers in normal esophageal mucosa had values of 74% (69%-79%), 75% (67%-83%), and 83% (79%-87%); and both together had values of 82% (76%-88%), 81% (74%-88%), and 91% (88%-94%). Epigenetic markers done well in the validation set with 80% area under the curve (73%-85%). We concluded that epigenetics could improve the accuracies of risk assessment.",https://pubmed.ncbi.nlm.nih.gov//21952583/,2023
Early growth response 1 and fatty acid synthase expression is altered in tumor adjacent prostate tissue and indicates fieldcancerization.,"Anna C Jones, Kristina A Trujillo, Genevieve K Phillips, Trisha M Fleet, Jaclyn K Murton, Virginia Severns, Satyan K Shah, Michael S Davis, Anthony Y Smith, Jeffrey K Griffith, Edgar G Fischer, Marco Bisoffi, Anna C Jones, Kristina A Trujillo, Genevieve K Phillips, Trisha M Fleet, Jaclyn K Murton, Virginia Severns, Satyan K Shah, Michael S Davis, Anthony Y Smith, Jeffrey K Griffith, Edgar G Fischer, Marco Bisoffi","Background:Field cancerization denotes the occurrence of molecular alterations in histologically normal tissues adjacent to tumors. In prostate cancer, identification of field cancerization has several potential clinical applications. However, prostate field cancerization remains ill defined. Our previous work has shown up-regulated mRNA of the transcription factor early growth response 1 (EGR-1) and the lipogenic enzyme fatty acid synthase (FAS) in tissues adjacent to prostate cancer.Methods:Immunofluorescence data were analyzed quantitatively by spectral imaging and linear unmixing to determine the protein expression levels of EGR-1 and FAS in human cancerous, histologically normal adjacent, and disease-free prostate tissues.Results:EGR-1 expression was elevated in both structurally intact tumor adjacent (1.6× on average) and in tumor (3.0× on average) tissues compared to disease-free tissues. In addition, the ratio of cytoplasmic versus nuclear EGR-1 expression was elevated in both tumor adjacent and tumor tissues. Similarly, FAS expression was elevated in both tumor adjacent (2.7× on average) and in tumor (2.5× on average) compared to disease-free tissues.Conclusions:EGR-1 and FAS expression is similarly deregulated in tumor and structurally intact adjacent prostate tissues and defines field cancerization. In cases with high suspicion of prostate cancer but negative biopsy, identification of field cancerization could help clinicians target areas for repeat biopsy. Field cancerization at surgical margins on prostatectomy specimen should also be looked at as a predictor of cancer recurrence. EGR-1 and FAS could also serve as molecular targets for chemoprevention.",https://pubmed.ncbi.nlm.nih.gov//22127986/,2020
[Histological study of urinary bladder tumor: DNA of rat urinary bladder tumor caused by N-butyl-N-(4-hydroxybutyl) nitrosamine and that of human bladder tumor].,"T Murase, O Kobayashi, Y Aota, H Mitsuta, T Koshikawa, T Murase, O Kobayashi, Y Aota, H Mitsuta, T Koshikawa","Male Fisher rats were treated with 0.5% BBN, and the appearance of cancer in the rat's bladder was observed successively. The quantities of DNA in the normal and tumorous tissues were compared with those in the bladder cancer excised from man; and, the bladder cancer produced in the rat and that occurring in man were compared. 96 rats were divided into 4 groups, and given 8, 16, 24 or 32 weeks of treatment with BBN. Papillomas appeared after administration for 8 weeks, and with subsequent increase in the period of administration the rate of canceration increased. The cancerous tissue proliferated papillarily , the malignancy was grade 1 to 2, no case showed infiltration into the muscle layer, and the quantity of DNA scarcely changed with time, always showing a peak near 2c. In the papillary type of bladder cancer in man, the quantity of DNA showed little change at any stage, and little tendency of infiltration; and, the growth pattern was similar to that of the BBN-induced cancer in rats. On the other hand, non-papillary cancer in man showed a flat histogram of DNA, had a strong tendency of infiltration, and showed a growth pattern different from that of the BBN-induced cancer in rats, thus the BBN-induced cancer in the rat cannot be used as a model of non-papillary infiltrative cancer.",https://pubmed.ncbi.nlm.nih.gov//6677123/,2020
Sclerosing adenosiscancerizedby intraductal carcinoma.,"J K Chan, W F Ng, J K Chan, W F Ng","Sclerosing adenosis is a common proliferative lesion of the mammary lobule which is not associated with an increased risk of developing breast cancer. An unusual case of florid sclerosing adenosis showing extensive cancerization by intraductal carcinoma is reported. The neoplastic nature of the sclerosing lesion can be recognized by the unusual distension of the tubules by cells and the subtle cytological changes, and further confirmed by finding foci of classical intraductal carcinoma.",https://pubmed.ncbi.nlm.nih.gov//2832807/,2018
"Hypomethylation of Alu repetitive elements in esophageal mucosa, and its potential contribution to the epigenetic field forcancerization.","Yasunori Matsuda, Satoshi Yamashita, Yi-Chia Lee, Tohru Niwa, Takeichi Yoshida, Ken Gyobu, Hiroyasu Igaki, Ryoji Kushima, Shigeru Lee, Ming-Shiang Wu, Harushi Osugi, Shigefumi Suehiro, Toshikazu Ushijima, Yasunori Matsuda, Satoshi Yamashita, Yi-Chia Lee, Tohru Niwa, Takeichi Yoshida, Ken Gyobu, Hiroyasu Igaki, Ryoji Kushima, Shigeru Lee, Ming-Shiang Wu, Harushi Osugi, Shigefumi Suehiro, Toshikazu Ushijima","Background:Aberrant hypermethylation of specific genes is present in esophageal squamous cell carcinomas (ESCCs). Such hypermethylation is also present in normal-appearing esophageal mucosae of ESCC patients and is considered to contribute to the formation of a field for cancerization. On the other hand, the presence of global hypomethylation in ESCCs or in their background esophageal mucosae is unknown.Method:We collected 184 samples of esophageal mucosae (95 normal mucosae from healthy subjects, and 89 non-cancerous background mucosae from ESCC patients) and 93 samples of ESCCs. Methylation levels of repetitive elements (Alu, LINE1) and cancer/testis antigen genes (NY-ESO-1, MAGE-C1) were measured by bisulfite pyrosequencing and quantitative methylation-specific PCR, respectively.Results:Methylation levels of Alu, LINE1, NY-ESO-1, and MAGE-C1 were significantly lower in ESCCs than in their background and normal mucosae. Also, in the background mucosae, a significant decrease of the Alu methylation level compared with the normal mucosae was present. In ESCCs, methylation levels of the two repetitive elements and the two cancer/testis antigen genes were correlated with each other.Conclusion:This is the first study to show the presence of global hypomethylation in ESCCs, and even in their non-cancerous background mucosae. Alu hypomethylation might reflect the severity of an epigenetic field for cancerization.",https://pubmed.ncbi.nlm.nih.gov//22527164/,2022
Surveillance and management of patients at high genetic risk for ovarian carcinoma.,"H T Lynch, W A Albano, J F Lynch, P M Lynch, A Campbell, H T Lynch, W A Albano, J F Lynch, P M Lynch, A Campbell","The present study is concerned with surveillance/management programs for hereditary ovarian cancer syndromes. These syndromes lack distinguishing premonitory physical signs or biomarkers; therefore, in these genotypic settings, ovarian cancer risk must be assessed by analysis of the patient's pedigree. The authors describe 10 families showing a hereditary proclivity to ovarian carcinoma and/or associated cancer(s) in accord with their respective cancer-prone genotypes. Cancer education, genetic counseling, and surveillance should be instituted early. In addition to bimanual pelvic examination, ultrasound should be tested for its possible efficacy as a screening technique. The option of prophylactic bilateral oophorectomy and hysterectomy is thoroughly discussed with highly selected candidates. The authors believe that the aggressive management approach proposed for ovarian carcinoma is warranted for high-risk members of cancer-prone families, wherein the risk for ovarian cancer may approach 50%.",https://pubmed.ncbi.nlm.nih.gov//7070730/,2021
Microsatellite instability in squamous cell carcinomas of the head and neck related to fieldcancerizationphenomena.,"S Piccinin, D Gasparotto, T Vukosavljevic, L Barzan, S Sulfaro, R Maestro, M Boiocchi, S Piccinin, D Gasparotto, T Vukosavljevic, L Barzan, S Sulfaro, R Maestro, M Boiocchi","Patients affected by squamous cell carcinoma of the head and neck (HNSCC) show frequent occurrence of multiple cancers and widespread precancerous lesions in the mucosa of the upper respiratory tract, a phenomenon known as field cancerization. In this study, we investigated the role of genetic instability in the development of HNSCC and in particular in tumour multiplicity phenomena of the upper respiratory tract. For this purpose, we analysed microsatellite instability (MI) and loss of heterozygosity (LOH) at 20 loci mapping on five chromosomal arms in 67 HNSCC patients, 45 of whom had a single cancer and 22 had multiple primary tumours. The possible involvement of the hMLH1 gene in genetic instability and as a potential target of 3p21 deletion phenomena in head and neck cancers was also investigated. Our data indicate that mismatch repair-related genetic instability plays a minor role in the carcinogenesis of HNSCC and in tumour multiplicity of the head and neck region. Moreover, our results exclude a role for the hMLH1 gene as a determinant of MI and as a specific gene target of deletion at 3p21 in HNSCC. We conclude that presumably other genetic mechanisms, such as those hypothesized for MI-negative hereditary non-polyposis colorectal cancer patients, may play a major role in the carcinogenesis of the mucosa of the upper respiratory tract.",https://pubmed.ncbi.nlm.nih.gov//9820170/,2023
[Clinical studies on endoscopic electromyogram of gastriccancer(author's transl)].,"Y Akasaka, K Sugawara, I Niki, K Kawai, Y Akasaka, K Sugawara, I Niki, K Kawai","Endoscopic gastroelectromyograms were obtained from 8 patients with gastric cancer, which was located at the gastric antrum. These cancers include 6 cases of advanced cancers and 2 cases of early cancers with mucosal invasion. On healthy volunteers, the gastroelectromyograms from the gastric antrum showed spike bursts with equal intervals. On the other hand, in the patients with advanced cancers on which muscular layer was completely destroyed by the cancerous invasion, the gastroelectromyograms from the cancerous lesion showed no spike bursts. However, in the patients with mucosal cancers in which the cancerous invasion destroyed neither muscular membrane nor muscular layer, the gastroelectromyogram from the cancerous lesion showed spike bursts similar to those of healthy volunteers. From these results, it is proved that the deeper cancerous invasion disturbed the local motility at the cancerous lesion. In future, endoscopic lead of gastroelectromyogram will become useful for the diagnosis of the degree of cancerous invasion and infiltration.",https://pubmed.ncbi.nlm.nih.gov//916438/,2016
Oxidative DNA base modifications and polycyclic aromatic hydrocarbon DNA adducts in squamous cell carcinoma of larynx.,"Paweł Jałoszyński, Paweł Jaruga, Ryszard Oliński, Wiesława Biczysko, Witold Szyfter, Eszter Nagy, Lennart Möller, Krzysztof Szyfter, Paweł Jałoszyński, Paweł Jaruga, Ryszard Oliński, Wiesława Biczysko, Witold Szyfter, Eszter Nagy, Lennart Möller, Krzysztof Szyfter","Tobacco smoke, recognized as a major etiological factor for cancers of the upper aerodigestive tract, represents an abundant source of reactive oxygen species (ROS), which are believed to play a significant role in mutagenesis and carcinogenesis. An additional source of ROS in tissues exposed to tobacco smoke may be metabolic oxidation of polycyclic aromatic hydrocarbons (PAH). To investigate the relationships between oxidative DNA lesions and aromatic DNA adducts, six modified DNA bases 5-hydroxyuracil, 5-hydroxycytosine, 7,8-dihydro-8-oxoguanine, 7,8-dihydro-8-oxoadenine, 2,6-diamino-4-hydroxy-5-formamidopyrimidine and 4,6-diamino-5-formamidopyrimidine and the total level of PAH-related DNA adducts were measured in cancerous and the surrounding normal larynx tissues (68 subjects), using gas chromatography/isotope-dilution mass spectroscopy with selected ion monitoring and the 32P-postlabeling-HPLC assay, respectively. The levels of oxidative DNA lesions in cancerous and adjacent tissue were comparable; the differences between the two types of tissue were significant only for 5-hydroxypyrimidines (slightly higher levels were observed in the adjacent tissue). Comparable levels of DNA lesions in cancerous and the surrounding normal tissues observed in the larynx tumors support a field cancerization theory. The surrounding tissues may still be recognized as normal by histological criteria. However, molecular alterations resulting from the chronic tobacco smoke exposure, which equally affects larynx epithelia, may lead to multiple premalignant lesions. Thus, a demonstration of similar levels of DNA damage in cancerous and the adjacent tissue could explain a frequent formation of secondary tumors in the larynx and the frequent recurrence in this type of cancer. A weak, but distinct effect of tumor grading and metastatic status was observed in both kinds of tissue in the case of 5-hydroxyuracil, 5-hydroxycytosine, 7,8-dihydro-8-oxoguanine, 7,8-dihydro-8-oxoadenine. This effect was displayed as a gradual shift in the data distribution toward high values from G1 through G2-G3 and from non-metastatic to metastatic tumors. Since the levels of oxidative DNA base modifications tended to increase with the tumor aggressiveness, we postulate that the oxidative DNA lesions increase genetic instability and thus contribute to tumor progression in laryngeal cancer. No associations between aromatic adduct levels and oxidative DNA lesions were present, suggesting that the metabolism of PAH does not contribute significantly to the oxidative stress in larynx tissues, remaining the tobacco smoke ROS as a major source of oxidative DNA damage in the exposed tissue.",https://pubmed.ncbi.nlm.nih.gov//12688418/,2016
Excision of oral leukoplakias by CO2 laser on an out-patient basis: a useful procedure for prevention and early detection of oral carcinomas.,"F Chiesa, L Sala, L Costa, D Moglia, M Mauri, S Podrecca, S Andreola, R Marchesini, G Bandieramonte, C Bartoli, F Chiesa, L Sala, L Costa, D Moglia, M Mauri, S Podrecca, S Andreola, R Marchesini, G Bandieramonte, C Bartoli","Several epidemiologic studies have shown that oral cancer develops among individuals with a prior diagnosis of an oral premalignant lesion. Canceration chance in these patients is 17%, with the greatest rate occurring in the second year of observation. Based on this data, since 1981, 92 leukoplakias have been treated by out-patient laser surgery at the Istituto Nazionale Tumori of Milano. The therapeutic technique was laser excision to obtain a specimen for histology. Two groups were distinguished according to the diagnostic procedure. Thirty-three lesions (December 1981 to December 1982) were operated on without preliminary histologic examination, on the basis of a simple clinical diagnosis. Since January 1983 all leukoplakias have been biopsied in a systematic way and those negative for cancer treated with laser. Histology of the specimen showed 5 squamous cell carcinomas (15%) in the group of patients who did not undergo preoperative biopsy. Postoperative histology showed malignancy in 6 of 59 (10.2%) cases in spite of negative preoperative biopsies. Speckled and erosive leukoplakias had the highest canceration rate. Three of 11 patients with cancer were treated by knife excision or interstitial needle implantation because of margins in tumoral tissue or because they were not evaluable for injury by heat. Results have been satisfactory, only 2 of 54 followed leukoplakias and none of the cancers recurred during a 2 year follow-up.",https://pubmed.ncbi.nlm.nih.gov//3739009/,2019
Paget's disease of the oesophagus associated with mucous gland carcinoma of the lower oesophagus.,"A Haleem, H Kfoury, M Al Juboury, H Al Husseini, A Haleem, H Kfoury, M Al Juboury, H Al Husseini","Aim:To report a rare case of oesophageal Paget's disease and its rarer combination with submucosal gland carcinoma of the lower oesophagus.Methods and results:A 74-year-old Saudi female was admitted with the complaint of dysphagia. Endoscopic examination showed an ulcerated tumour at the gastro-oesophageal junction. Initial biopsy showed an undifferentiated carcinoma with pagetoid spread in the oesophageal stratified squamous epithelium. Oesophago-gastrectomy specimen showed a lobulated, poorly differentiated mucous gland carcinoma at the gastro-oesophageal junction. The tumour showed focal acinar differentiation and obvious cancerization of the submucosal glands, somewhat similar to the breast lobular carcinoma in situ. One of the isolated and cancerized submucosal glands also showed carcinoma in situ of its duct. Oesophageal surface epithelium showed extensive pagetoid spread, both over and away from the main tumour. The pagetoid tumour cells showed selective positivity for cytokeratin 7, cytokeratin Cam 5.2, BerEP4 and to a lesser extent for CEA.Conclusions:As far as we know, this is the fifth case report of oesophageal Paget's disease and the first report of its association with the underlying mucous gland carcinoma.",https://pubmed.ncbi.nlm.nih.gov//12493026/,2020
Boron neutron capture therapy (BNCT) inhibits tumor development from precancerous tissue: an experimental study that supports a potential new application of BNCT.,"A Monti Hughes, E M Heber, E Pozzi, D W Nigg, O Calzetta, H Blaumann, J Longhino, S I Nievas, R F Aromando, M E Itoiz, V A Trivillin, A E Schwint, A Monti Hughes, E M Heber, E Pozzi, D W Nigg, O Calzetta, H Blaumann, J Longhino, S I Nievas, R F Aromando, M E Itoiz, V A Trivillin, A E Schwint","We previously demonstrated the efficacy of boron neutron capture therapy (BNCT) mediated by boronophenylalanine (BPA), GB-10 (Na(2)(10)B(10)H(10)) and (GB-10+BPA) to control tumors, with no normal tissue radiotoxicity, in the hamster cheek pouch oral cancer model. Herein we developed a novel experimental model of field-cancerization and precancerous lesions (globally termed herein precancerous tissue) in the hamster cheek pouch to explore the long-term potential inhibitory effect of the same BNCT protocols on the development of second primary tumors from precancerous tissue. Clinically, second primary tumor recurrences occur in field-cancerized tissue, causing therapeutic failure. We performed boron biodistribution studies followed by in vivo BNCT studies, with 8 months follow-up. All 3 BNCT protocols induced a statistically significant reduction in tumor development from precancerous tissue, reaching a maximum inhibition of 77-100%. The inhibitory effect of BPA-BNCT and (GB-10+BPA)-BNCT persisted at 51% at the end of follow-up (8 months), whereas for GB-10-BNCT it faded after 2 months. Likewise, beam-only elicited a significant but transient reduction in tumor development. No normal tissue radiotoxicity was observed. At 8 months post-treatment with BPA-BNCT or (GB-10+BPA)-BNCT, the precancerous pouches that did not develop tumors had regained the macroscopic and histological appearance of normal (non-cancerized) pouches. A potential new clinical application of BNCT would lie in its capacity to inhibit local regional recurrences.",https://pubmed.ncbi.nlm.nih.gov//19376711/,2022
[Expressions of Livin and PTEN inCancerousTissues of Ovary Endometriosis].,"Xing-Ya Liu, Hong-Jing Wang, Pan Xu, Jing Chen, Hai-Ying Pan, Ya Liu, Xing-Ya Liu, Hong-Jing Wang, Pan Xu, Jing Chen, Hai-Ying Pan, Ya Liu","Objectives:To investigate the expressions of Livin and phosphate and tension homology deleted on chromsome ten (PTEN) protein in the cancerous tissues of ovary endometriosis.Methods:Immunohistochemistry EliVision was used to examine the expressions of Livin and PETN protein in 19 samples of ovary endometriosis cancerous tissues, 30 samples of ovary endometriosis tissues and 30 samples of ovarian benign tumor tissues.Results:The positive expression rate of Livin in ovary endometriosis cancerous tissues (68%) was obviously higher than that in ovary endometriosis tissues (36%) and benign tumor tissues (13%)(P<0.05). The positive expression rate of PTEN in ovary endometriosis cancerous tissues (16%) was obviously lower than that in ovary endometriosis tissues (65%) and benign tumor tissues (80%)(P<0.01). There was no correlations between positive expressions of Livin and age, clinical stage, grading, histological type and lymphatic metastasis of ovary endometriosis cancer (P>0.05), the same result was also found for PTEN. Livin and PTEN expression presented an obviously negative correlation in ovary endometriosis cancer (r=-0.559,P=0.001).Conclusions:Up-regulation of Livin expression and down-regulation of PTEN may be involved in the occurrence and development of ovary endometriosis cancerization.",https://pubmed.ncbi.nlm.nih.gov//28591952/,2020
